date,open,high,low,close,volume,timestamp
2024-04-24,2315.0,2329.800048828125,2305.0,2329.800048828125,1024,1714017600
2024-04-25,2347.89990234375,2347.89990234375,2332.800048828125,2334.800048828125,717,1714104000
2024-04-28,2334.800048828125,2345.5,2327.89990234375,2345.39990234375,405,1714363200
2024-04-29,2322.5,2322.5,2291.39990234375,2291.39990234375,113,1714449600
2024-04-30,2287.699951171875,2327.300048828125,2283.800048828125,2299.89990234375,42,1714536000
2024-05-01,2321.699951171875,2324.699951171875,2292.300048828125,2299.199951171875,56,1714622400
2024-05-02,2300.0,2301.0,2277.60009765625,2299.0,194,1714708800
2024-05-05,2322.800048828125,2325.5,2314.199951171875,2321.60009765625,9,1714968000
2024-05-06,2324.300048828125,2324.300048828125,2315.199951171875,2315.199951171875,25,1715054400
2024-05-07,2313.60009765625,2313.60009765625,2313.60009765625,2313.60009765625,4,1715140800
2024-05-08,2310.699951171875,2339.5,2310.699951171875,2332.10009765625,5,1715227200
2024-05-09,2367.300048828125,2367.300048828125,2367.300048828125,2367.300048828125,126,1715313600
2024-05-12,2358.300048828125,2358.300048828125,2336.10009765625,2336.10009765625,14,1715572800
2024-05-13,2336.0,2358.0,2336.0,2353.39990234375,6,1715659200
2024-05-14,2361.60009765625,2388.699951171875,2356.0,2388.699951171875,29,1715745600
2024-05-15,2389.5,2392.199951171875,2380.0,2380.0,7,1715832000
2024-05-16,2380.699951171875,2415.800048828125,2380.699951171875,2412.199951171875,213,1715918400
2024-05-19,2415.800048828125,2435.800048828125,2409.699951171875,2433.89990234375,40,1716177600
2024-05-20,2429.5,2429.5,2421.0,2421.699951171875,6,1716264000
2024-05-21,2417.5,2417.60009765625,2375.800048828125,2389.199951171875,180,1716350400
2024-05-22,2371.199951171875,2371.199951171875,2335.0,2335.0,365,1716436800
2024-05-23,2342.60009765625,2345.39990234375,2332.5,2332.5,25,1716523200
2024-05-27,2336.89990234375,2359.699951171875,2336.89990234375,2355.199951171875,26,1716868800
2024-05-28,2340.300048828125,2340.300048828125,2340.300048828125,2340.300048828125,119317,1716955200
2024-05-29,2336.89990234375,2349.5,2320.800048828125,2342.89990234375,32587,1717041600
2024-05-30,2344.10009765625,2354.0,2319.0,2322.89990234375,941,1717128000
2024-06-02,2322.60009765625,2347.5,2312.0,2346.60009765625,781,1717387200
2024-06-03,2347.5,2347.699951171875,2313.89990234375,2325.5,890,1717473600
2024-06-04,2326.39990234375,2354.300048828125,2326.199951171875,2354.10009765625,295,1717560000
2024-06-05,2355.0,2375.800048828125,2355.0,2370.300048828125,179,1717646400
2024-06-06,2379.89990234375,2385.10009765625,2285.39990234375,2305.199951171875,269,1717732800
2024-06-09,2290.60009765625,2309.300048828125,2290.5,2307.699951171875,69,1717992000
2024-06-10,2300.0,2314.10009765625,2300.0,2307.5,871,1718078400
2024-06-11,2314.89990234375,2338.699951171875,2310.300048828125,2336.0,132,1718164800
2024-06-12,2309.39990234375,2317.699951171875,2296.199951171875,2300.199951171875,298,1718251200
2024-06-13,2307.0,2331.39990234375,2305.800048828125,2331.39990234375,948,1718337600
2024-06-16,2320.199951171875,2320.199951171875,2309.60009765625,2312.39990234375,110,1718596800
2024-06-17,2311.800048828125,2330.39990234375,2311.800048828125,2330.39990234375,43,1718683200
2024-06-19,2328.89990234375,2354.0,2328.300048828125,2353.800048828125,183,1718856000
2024-06-20,2331.199951171875,2331.199951171875,2316.39990234375,2316.39990234375,76,1718942400
2024-06-23,2323.300048828125,2332.89990234375,2322.699951171875,2330.0,99,1719201600
2024-06-24,2324.39990234375,2333.0,2316.60009765625,2316.60009765625,105,1719288000
2024-06-25,2307.89990234375,2314.39990234375,2298.0,2299.199951171875,986,1719374400
2024-06-26,2296.800048828125,2329.0,2295.0,2324.5,1532,1719460800
2024-06-27,2325.39990234375,2338.300048828125,2319.0,2327.699951171875,92,1719547200
2024-06-30,2323.800048828125,2329.699951171875,2321.699951171875,2327.60009765625,237,1719806400
2024-07-01,2330.699951171875,2334.60009765625,2323.0,2323.0,30,1719892800
2024-07-03,2330.89990234375,2361.60009765625,2330.89990234375,2359.800048828125,59,1720013400
2024-07-04,2354.89990234375,2388.5,2354.89990234375,2388.5,72,1720152000
2024-07-07,2381.699951171875,2383.800048828125,2352.800048828125,2355.199951171875,64,1720411200
2024-07-08,2363.10009765625,2363.699951171875,2360.10009765625,2360.10009765625,9,1720497600
2024-07-09,2366.300048828125,2377.0,2365.800048828125,2372.199951171875,19,1720584000
2024-07-10,2378.699951171875,2416.699951171875,2378.699951171875,2415.0,72,1720670400
2024-07-11,2399.800048828125,2414.0,2391.300048828125,2414.0,355,1720756800
2024-07-14,2430.0,2436.0,2422.89990234375,2422.89990234375,540,1721016000
2024-07-15,2427.39990234375,2462.39990234375,2427.39990234375,2462.39990234375,93,1721102400
2024-07-16,2472.89990234375,2473.10009765625,2454.800048828125,2454.800048828125,10,1721188800
2024-07-17,2466.0,2466.0,2451.800048828125,2451.800048828125,2,1721275200
2024-07-18,2418.800048828125,2419.199951171875,2395.5,2395.5,15,1721361600
2024-07-21,2402.10009765625,2402.10009765625,2392.0,2392.0,18,1721620800
2024-07-22,2395.800048828125,2404.60009765625,2388.699951171875,2404.60009765625,41,1721707200
2024-07-23,2421.0,2421.0,2411.60009765625,2413.300048828125,6,1721793600
2024-07-24,2365.5,2365.5,2351.89990234375,2351.89990234375,31,1721880000
2024-07-25,2368.699951171875,2386.89990234375,2368.699951171875,2380.0,95,1721966400
2024-07-28,2377.300048828125,2377.300048828125,2377.300048828125,2377.300048828125,126409,1722225600
2024-07-29,2380.89990234375,2409.300048828125,2373.800048828125,2405.0,25944,1722312000
2024-07-30,2407.10009765625,2447.60009765625,2402.800048828125,2426.5,1313,1722398400
2024-07-31,2446.699951171875,2455.10009765625,2430.39990234375,2435.0,690,1722484800
2024-08-01,2444.0,2477.0,2416.0,2425.699951171875,550,1722571200
2024-08-04,2442.0,2449.800048828125,2367.39990234375,2401.699951171875,334,1722830400
2024-08-05,2414.5,2421.800048828125,2380.0,2389.10009765625,163,1722916800
2024-08-06,2392.199951171875,2401.0,2384.5,2390.5,130,1723003200
2024-08-07,2384.300048828125,2422.800048828125,2384.300048828125,2422.199951171875,201,1723089600
2024-08-08,2422.300048828125,2432.10009765625,2418.5,2432.10009765625,611,1723176000
2024-08-11,2432.699951171875,2469.800048828125,2432.0,2462.39990234375,566,1723435200
2024-08-12,2461.0,2470.0,2456.5,2466.699951171875,510,1723521600
2024-08-13,2468.0,2472.10009765625,2439.39990234375,2439.39990234375,274,1723608000
2024-08-14,2451.800048828125,2467.699951171875,2431.199951171875,2453.10009765625,285,1723694400
2024-08-15,2453.5,2508.0,2451.39990234375,2498.60009765625,197,1723780800
2024-08-18,2508.5,2508.5,2487.199951171875,2501.800048828125,88,1724040000
2024-08-19,2503.5,2527.300048828125,2500.699951171875,2511.300048828125,187,1724126400
2024-08-20,2511.0,2515.39990234375,2503.89990234375,2508.39990234375,96,1724212800
2024-08-21,2504.10009765625,2504.10009765625,2471.10009765625,2478.89990234375,210,1724299200
2024-08-22,2486.5,2508.39990234375,2486.5,2508.39990234375,94,1724385600
2024-08-25,2509.89990234375,2523.10009765625,2509.10009765625,2517.699951171875,290,1724644800
2024-08-26,2515.199951171875,2523.10009765625,2506.89990234375,2516.0,100,1724731200
2024-08-27,2501.0,2501.0,2501.0,2501.0,2353,1724817600
2024-08-28,2504.10009765625,2525.699951171875,2503.89990234375,2525.699951171875,3966,1724904000
2024-08-29,2519.5,2525.39990234375,2493.800048828125,2493.800048828125,208,1724990400
2024-09-02,2501.60009765625,2501.800048828125,2476.300048828125,2489.89990234375,206,1725336000
2024-09-03,2490.89990234375,2493.39990234375,2483.5,2493.39990234375,470,1725422400
2024-09-04,2493.699951171875,2513.300048828125,2493.39990234375,2511.39990234375,54,1725508800
2024-09-05,2510.300048828125,2517.89990234375,2483.699951171875,2493.5,96,1725595200
2024-09-08,2491.300048828125,2504.699951171875,2491.300048828125,2501.800048828125,96,1725854400
2024-09-09,2512.300048828125,2512.300048828125,2512.300048828125,2512.300048828125,5,1725940800
2024-09-10,2525.800048828125,2525.800048828125,2502.300048828125,2512.10009765625,90,1726027200
2024-09-11,2529.10009765625,2557.0,2523.39990234375,2551.199951171875,132,1726113600
2024-09-12,2568.800048828125,2581.800048828125,2565.0,2581.300048828125,31,1726200000
2024-09-15,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28,1726459200
2024-09-16,2581.199951171875,2581.800048828125,2564.300048828125,2564.300048828125,22,1726545600
2024-09-17,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,25,1726632000
2024-09-18,2566.0,2588.0,2566.0,2588.0,99,1726718400
2024-09-19,2590.39990234375,2621.800048828125,2590.39990234375,2619.89990234375,17,1726804800
2024-09-22,2626.5,2626.5,2626.5,2626.5,9,1727064000
2024-09-23,2636.800048828125,2662.300048828125,2625.5,2651.199951171875,35,1727150400
2024-09-24,2656.300048828125,2664.199951171875,2649.300048828125,2659.199951171875,175,1727236800
2024-09-25,2662.300048828125,2669.89990234375,2660.800048828125,2669.89990234375,17216,1727323200
2024-09-26,2670.0,2672.10009765625,2641.699951171875,2644.300048828125,4228,1727409600
2024-09-29,2660.89990234375,2662.10009765625,2623.199951171875,2636.10009765625,973,1727668800
2024-09-30,2631.39990234375,2670.89990234375,2631.39990234375,2667.300048828125,153,1727755200
2024-10-01,2650.60009765625,2657.199951171875,2640.0,2647.10009765625,72,1727841600
2024-10-02,2642.800048828125,2657.10009765625,2640.0,2657.10009765625,354,1727928000
2024-10-03,2656.0,2667.0,2639.0,2645.800048828125,114,1728014400
2024-10-06,2648.699951171875,2657.39990234375,2639.0,2644.800048828125,284,1728273600
2024-10-07,2639.0,2639.0,2609.300048828125,2615.0,687,1728360000
2024-10-08,2603.0,2607.699951171875,2603.0,2606.0,152,1728446400
2024-10-09,2602.5,2628.300048828125,2602.5,2620.60009765625,320,1728532800
2024-10-10,2638.300048828125,2658.10009765625,2638.199951171875,2657.60009765625,12,1728619200
2024-10-13,2655.0,2655.300048828125,2647.800048828125,2647.800048828125,40,1728878400
2024-10-14,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39,1728964800
2024-10-15,2674.0,2674.0,2674.0,2674.0,6,1729051200
2024-10-16,2677.39990234375,2691.699951171875,2677.199951171875,2691.0,30,1729137600
2024-10-17,2713.699951171875,2719.60009765625,2713.699951171875,2713.699951171875,29,1729224000
2024-10-20,2721.89990234375,2738.39990234375,2719.5,2723.10009765625,52,1729483200
2024-10-21,2731.699951171875,2746.0,2728.60009765625,2744.199951171875,93,1729569600
2024-10-22,2742.5,2742.5,2714.199951171875,2714.39990234375,18,1729656000
2024-10-23,2729.0,2736.10009765625,2729.0,2734.89990234375,27,1729742400
2024-10-24,2725.5,2742.39990234375,2725.5,2740.89990234375,29,1729828800
2024-10-27,2736.10009765625,2742.89990234375,2729.5,2742.89990234375,56,1730088000
