date,open,high,low,close,volume,timestamp
2020-04-27,161.8800048828125,162.0,160.41000366210938,161.55999755859375,9033500,1587994200
2020-04-28,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,10383000,1588080600
2020-04-29,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,12232300,1588167000
2020-04-30,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,13633500,1588253400
2020-05-01,158.0,160.4499969482422,157.8000030517578,159.77999877929688,10914300,1588339800
2020-05-04,160.3300018310547,160.9499969482422,159.91000366210938,160.33999633789062,7986200,1588599000
2020-05-05,160.16000366210938,161.10000610351562,159.3300018310547,161.02000427246094,10563100,1588685400
2020-05-06,158.99000549316406,159.80999755859375,158.10000610351562,158.9499969482422,13352000,1588771800
2020-05-07,159.5,161.9600067138672,159.36000061035156,161.38999938964844,13691700,1588858200
2020-05-08,161.0800018310547,162.0,160.0,160.4199981689453,12240900,1588944600
2020-05-11,160.33999633789062,160.7100067138672,158.88999938964844,159.4199981689453,11209800,1589203800
2020-05-12,160.3000030517578,160.9499969482422,159.72000122070312,160.0399932861328,10406000,1589290200
2020-05-13,160.94000244140625,161.6199951171875,160.5399932861328,161.5800018310547,10950400,1589376600
2020-05-14,161.52999877929688,163.33999633789062,161.50999450683594,163.00999450683594,17084400,1589463000
2020-05-15,164.02000427246094,164.8000030517578,163.0800018310547,163.92999267578125,13918800,1589549400
2020-05-18,164.3300018310547,164.5,162.41000366210938,162.69000244140625,14133800,1589808600
2020-05-19,163.60000610351562,164.42999267578125,163.0399932861328,164.25999450683594,8535800,1589895000
2020-05-20,164.5399932861328,164.9600067138672,163.88999938964844,164.64999389648438,10666100,1589981400
2020-05-21,163.4600067138672,163.5800018310547,161.3699951171875,162.25,11791000,1590067800
2020-05-22,162.8800048828125,163.47000122070312,162.74000549316406,163.2100067138672,8540900,1590154200
2020-05-26,162.5800018310547,162.5800018310547,160.69000244140625,160.88999938964844,13972000,1590499800
2020-05-27,159.4199981689453,161.33999633789062,159.1999969482422,161.17999267578125,13063500,1590586200
2020-05-28,162.1199951171875,162.4600067138672,160.89999389648438,161.72000122070312,9758500,1590672600
2020-05-29,162.5800018310547,163.39999389648438,162.32000732421875,162.91000366210938,12581800,1590759000
2020-06-01,162.9199981689453,163.74000549316406,162.38999938964844,163.66000366210938,8140200,1591018200
2020-06-02,163.88999938964844,164.0800018310547,161.86000061035156,162.60000610351562,10388900,1591104600
2020-06-03,160.33999633789062,160.89999389648438,158.82000732421875,159.60000610351562,17000500,1591191000
2020-06-04,161.13999938964844,161.8699951171875,159.83999633789062,161.27999877929688,10094000,1591277400
2020-06-05,158.72000122070312,158.72000122070312,157.0399932861328,158.00999450683594,16021200,1591363800
2020-06-08,158.89999389648438,159.86000061035156,158.47000122070312,159.72000122070312,9244400,1591623000
2020-06-09,161.10000610351562,161.77999877929688,160.8699951171875,161.25999450683594,9045600,1591709400
2020-06-10,162.10000610351562,163.6300048828125,160.52000427246094,163.57000732421875,13009300,1591795800
2020-06-11,163.35000610351562,164.05999755859375,161.97000122070312,162.38999938964844,11673900,1591882200
2020-06-12,163.41000366210938,163.8800048828125,162.55999755859375,162.6199951171875,6895400,1591968600
2020-06-15,160.52000427246094,162.55999755859375,160.16000366210938,162.3300018310547,8532500,1592227800
2020-06-16,161.85000610351562,162.69000244140625,161.36000061035156,162.25,7964000,1592314200
2020-06-17,162.0,162.6199951171875,161.77000427246094,162.55999755859375,4758200,1592400600
2020-06-18,162.1999969482422,162.32000732421875,161.44000244140625,162.24000549316406,5397600,1592487000
2020-06-19,162.8699951171875,164.08999633789062,162.77999877929688,164.02999877929688,12187400,1592573400
2020-06-22,165.05999755859375,165.72999572753906,164.41000366210938,165.08999633789062,12385600,1592832600
2020-06-23,165.6300048828125,166.52000427246094,165.52000427246094,166.47999572753906,12137300,1592919000
2020-06-24,166.00999450683594,166.99000549316406,165.4499969482422,165.89999389648438,10901400,1593005400
2020-06-25,165.88999938964844,165.91000366210938,165.16000366210938,165.8000030517578,7093800,1593091800
2020-06-26,164.8699951171875,166.55999755859375,164.22000122070312,166.5399932861328,9753500,1593178200
2020-06-29,166.55999755859375,166.8000030517578,166.17999267578125,166.6300048828125,6735700,1593437400
2020-06-30,166.30999755859375,167.99000549316406,166.19000244140625,167.3699951171875,12762300,1593523800
2020-07-01,167.0500030517578,167.05999755859375,165.33999633789062,166.6199951171875,13214800,1593610200
2020-07-02,166.1999969482422,167.24000549316406,166.02000427246094,166.97999572753906,8753500,1593696600
2020-07-06,167.75,168.0,167.19000244140625,167.97999572753906,7265700,1594042200
2020-07-07,167.41000366210938,169.0399932861328,167.3800048828125,169.0399932861328,11633100,1594128600
2020-07-08,170.32000732421875,170.86000061035156,169.77999877929688,170.08999633789062,11662700,1594215000
2020-07-09,170.47999572753906,170.63999938964844,168.77999877929688,169.6300048828125,13327400,1594301400
2020-07-10,169.9499969482422,170.14999389648438,168.57000732421875,169.19000244140625,8218000,1594387800
2020-07-13,170.2899932861328,170.4199981689453,169.16000366210938,169.39999389648438,11095900,1594647000
2020-07-14,168.97000122070312,170.1999969482422,168.80999755859375,170.19000244140625,9812700,1594733400
2020-07-15,169.6199951171875,170.42999267578125,169.38999938964844,170.33999633789062,7533800,1594819800
2020-07-16,169.8000030517578,170.0,168.64999389648438,168.72999572753906,10242400,1594906200
2020-07-17,169.94000244140625,170.27000427246094,169.61000061035156,170.1199951171875,10296000,1594992600
2020-07-20,170.75999450683594,171.07000732421875,170.27000427246094,170.94000244140625,10095500,1595251800
2020-07-21,172.52999877929688,173.25,172.30999755859375,173.0,12826100,1595338200
2020-07-22,174.0500030517578,175.77000427246094,173.75999450683594,175.6300048828125,18712500,1595424600
2020-07-23,176.1699981689453,178.41000366210938,175.64999389648438,177.17999267578125,23006800,1595511000
2020-07-24,179.13999938964844,179.16000366210938,178.1999969482422,178.6999969482422,15601300,1595597400
2020-07-27,181.85000610351562,182.8300018310547,181.52999877929688,182.22999572753906,21115600,1595856600
2020-07-28,182.02000427246094,184.25999450683594,181.4199981689453,183.75,21164600,1595943000
2020-07-29,184.00999450683594,186.13999938964844,182.38999938964844,185.1300048828125,25640100,1596029400
2020-07-30,183.44000244140625,184.3300018310547,182.1300048828125,183.75999450683594,18061200,1596115800
2020-07-31,184.50999450683594,185.75,184.1699981689453,185.42999267578125,15876700,1596202200
2020-08-03,185.0500030517578,185.82000732421875,184.1999969482422,185.63999938964844,12897000,1596461400
2020-08-04,185.61000061035156,189.60000610351562,185.2100067138672,189.58999633789062,20773200,1596547800
2020-08-05,191.64999389648438,193.1300048828125,190.6199951171875,191.35000610351562,27078100,1596634200
2020-08-06,193.74000549316406,194.4499969482422,192.52000427246094,193.88999938964844,20640100,1596720600
2020-08-07,192.7100067138672,192.9600067138672,189.3300018310547,190.80999755859375,24570200,1596807000
2020-08-10,191.1999969482422,192.61000061035156,189.66000366210938,190.14999389648438,19047200,1597066200
2020-08-11,183.57000732421875,183.97999572753906,179.42999267578125,179.94000244140625,45355000,1597152600
2020-08-12,182.61000061035156,183.10000610351562,179.0399932861328,179.10000610351562,28660500,1597239000
2020-08-13,181.55999755859375,184.6999969482422,181.36000061035156,183.3300018310547,18596800,1597325400
2020-08-14,183.44000244140625,183.72000122070312,181.49000549316406,182.5399932861328,11792000,1597411800
2020-08-17,184.69000244140625,187.00999450683594,184.66000366210938,186.5,15709800,1597671000
2020-08-18,189.17999267578125,189.39999389648438,185.6300048828125,188.17999267578125,16291600,1597757400
2020-08-19,187.2100067138672,187.4600067138672,181.7100067138672,182.24000549316406,24646900,1597843800
2020-08-20,181.19000244140625,183.7100067138672,180.92999267578125,183.5,16692200,1597930200
2020-08-21,182.13999938964844,182.80999755859375,180.47000122070312,182.02999877929688,12713700,1598016600
2020-08-24,182.91000366210938,182.92999267578125,180.69000244140625,181.0,11605800,1598275800
2020-08-25,181.05999755859375,181.25,179.72999572753906,181.22000122070312,10056100,1598362200
2020-08-26,180.25999450683594,183.5800018310547,180.1999969482422,183.36000061035156,12715800,1598448600
2020-08-27,185.0,185.1699981689453,179.3699951171875,181.24000549316406,16299200,1598535000
2020-08-28,183.97999572753906,185.39999389648438,183.39999389648438,184.38999938964844,13200800,1598621400
2020-08-31,184.7899932861328,185.52999877929688,184.27999877929688,184.8300018310547,10251200,1598880600
2020-09-01,186.99000549316406,186.99000549316406,184.3300018310547,185.0500030517578,10662100,1598967000
2020-09-02,183.75,183.86000061035156,181.5,182.6199951171875,11536900,1599053400
2020-09-03,182.3000030517578,182.82000732421875,180.49000549316406,181.13999938964844,12148100,1599139800
2020-09-04,180.9499969482422,182.10000610351562,180.0500030517578,181.63999938964844,11567900,1599226200
2020-09-08,179.5,182.27000427246094,179.02000427246094,181.2899932861328,13229200,1599571800
2020-09-09,182.5,183.22000122070312,182.19000244140625,183.0500030517578,8424100,1599658200
2020-09-10,184.22999572753906,184.67999267578125,182.27999877929688,182.4600067138672,9143600,1599744600
2020-09-11,183.13999938964844,183.5500030517578,182.00999450683594,182.4499969482422,7662300,1599831000
2020-09-14,183.57000732421875,184.3000030517578,183.38999938964844,183.88999938964844,9709500,1600090200
2020-09-15,184.4600067138672,184.6699981689453,182.9199981689453,183.4499969482422,7993700,1600176600
2020-09-16,184.97999572753906,185.00999450683594,183.3300018310547,183.97000122070312,12702400,1600263000
2020-09-17,181.9199981689453,183.08999633789062,181.47999572753906,182.9600067138672,8836200,1600349400
2020-09-18,183.07000732421875,184.08999633789062,182.63999938964844,183.1999969482422,9959700,1600435800
2020-09-21,179.83999633789062,180.2899932861328,176.75,179.52000427246094,17436100,1600695000
2020-09-22,179.6300048828125,180.02000427246094,178.11000061035156,178.64999389648438,7977900,1600781400
2020-09-23,176.97999572753906,177.25999450683594,174.10000610351562,174.7899932861328,18134000,1600867800
2020-09-24,174.36000061035156,176.24000549316406,173.77000427246094,175.44000244140625,11759200,1600954200
2020-09-25,174.41000366210938,175.3000030517578,173.88999938964844,174.94000244140625,6779200,1601040600
2020-09-28,175.8300018310547,176.80999755859375,175.08999633789062,176.6999969482422,7109700,1601299800
2020-09-29,177.19000244140625,178.3300018310547,176.9499969482422,178.19000244140625,8718500,1601386200
2020-09-30,177.7100067138672,178.61000061035156,176.66000366210938,177.1199951171875,8371800,1601472600
2020-10-01,178.7100067138672,179.5,178.0399932861328,178.6999969482422,10402800,1601559000
2020-10-02,178.69000244140625,179.2899932861328,178.16000366210938,178.5399932861328,7488500,1601645400
2020-10-05,179.02000427246094,180.13999938964844,178.89999389648438,179.41000366210938,6969600,1601904600
2020-10-06,180.16000366210938,180.3699951171875,177.0500030517578,177.3000030517578,8632800,1601991000
2020-10-07,177.08999633789062,177.4199981689453,176.42999267578125,177.22000122070312,6410900,1602077400
2020-10-08,178.17999267578125,178.4499969482422,176.6699981689453,177.85000610351562,6530800,1602163800
2020-10-09,180.1300048828125,181.1699981689453,179.92999267578125,181.0800018310547,15979800,1602250200
2020-10-12,180.57000732421875,180.8300018310547,180.19000244140625,180.55999755859375,4843000,1602509400
2020-10-13,178.55999755859375,178.60000610351562,177.10000610351562,177.72000122070312,8384300,1602595800
2020-10-14,179.08999633789062,179.58999633789062,178.27000427246094,178.27000427246094,9076600,1602682200
2020-10-15,177.7100067138672,179.14999389648438,177.58999633789062,178.9199981689453,6815400,1602768600
2020-10-16,179.22000122070312,179.32000732421875,178.1300048828125,178.3000030517578,7260700,1602855000
2020-10-19,179.41000366210938,179.47999572753906,178.3699951171875,178.38999938964844,6084400,1603114200
2020-10-20,178.5399932861328,179.6699981689453,178.0800018310547,179.25,7121400,1603200600
2020-10-21,180.47000122070312,181.30999755859375,180.22999572753906,180.60000610351562,7548100,1603287000
2020-10-22,178.8800048828125,179.02999877929688,177.72000122070312,178.8300018310547,8377000,1603373400
2020-10-23,179.08999633789062,179.1999969482422,177.75999450683594,178.63999938964844,5919300,1603459800
2020-10-26,178.75,179.13999938964844,178.22000122070312,178.5500030517578,5105100,1603719000
2020-10-27,178.7100067138672,179.42999267578125,178.50999450683594,179.02000427246094,5826900,1603805400
2020-10-28,176.4499969482422,176.85000610351562,175.44000244140625,176.1300048828125,11734100,1603891800
2020-10-29,175.02000427246094,176.13999938964844,174.8300018310547,175.39999389648438,8474500,1603978200
2020-10-30,177.17999267578125,177.36000061035156,175.9499969482422,176.1999969482422,7303000,1604064600
2020-11-02,177.4499969482422,177.92999267578125,177.1300048828125,177.91000366210938,6498400,1604327400
