timestamp,dxy_value,date,datetime,description,dxy_ma_20,dxy_ma_50,dxy_ma_200
1685505600,104.31999969482422,2023-05-30,2023-05-30 23:00:00,U.S. Dollar Index (DXY),102.76449928283691,,
1685592000,103.55999755859375,2023-05-31,2023-05-31 23:00:00,U.S. Dollar Index (DXY),102.87549934387206,,
1685678400,104.0199966430664,2023-06-01,2023-06-01 23:00:00,U.S. Dollar Index (DXY),103.00649909973144,,
1685937600,104.0,2023-06-04,2023-06-04 23:00:00,U.S. Dollar Index (DXY),103.14599914550782,,
1686024000,104.12999725341797,2023-06-05,2023-06-05 23:00:00,U.S. Dollar Index (DXY),103.28399887084962,,
1686110400,104.0999984741211,2023-06-06,2023-06-06 23:00:00,U.S. Dollar Index (DXY),103.40849876403809,,
1686196800,103.33999633789062,2023-06-07,2023-06-07 23:00:00,U.S. Dollar Index (DXY),103.50149841308594,,
1686283200,103.55999755859375,2023-06-08,2023-06-08 23:00:00,U.S. Dollar Index (DXY),103.57649841308594,,
1686542400,103.62999725341797,2023-06-11,2023-06-11 23:00:00,U.S. Dollar Index (DXY),103.62399826049804,,
1686628800,103.33999633789062,2023-06-12,2023-06-12 23:00:00,U.S. Dollar Index (DXY),103.66949806213378,,
1686715200,103.01000213623047,2023-06-13,2023-06-13 23:00:00,U.S. Dollar Index (DXY),103.69199829101562,,
1686801600,102.12000274658203,2023-06-14,2023-06-14 23:00:00,U.S. Dollar Index (DXY),103.65399856567383,,
1686888000,102.30000305175781,2023-06-15,2023-06-15 23:00:00,U.S. Dollar Index (DXY),103.58999862670899,,
1687233600,102.54000091552734,2023-06-19,2023-06-19 23:00:00,U.S. Dollar Index (DXY),103.55699882507324,,
1687320000,102.06999969482422,2023-06-20,2023-06-20 23:00:00,U.S. Dollar Index (DXY),103.50049896240235,,
1687406400,102.38999938964844,2023-06-21,2023-06-21 23:00:00,U.S. Dollar Index (DXY),103.44549903869628,,
1687492800,102.9000015258789,2023-06-22,2023-06-22 23:00:00,U.S. Dollar Index (DXY),103.39599914550782,,
1687752000,102.69000244140625,2023-06-25,2023-06-25 23:00:00,U.S. Dollar Index (DXY),103.31999931335449,,
1687838400,102.48999786376953,2023-06-26,2023-06-26 23:00:00,U.S. Dollar Index (DXY),103.23399925231934,,
1687924800,102.91000366210938,2023-06-27,2023-06-27 23:00:00,U.S. Dollar Index (DXY),103.17099952697754,,
1688011200,103.33999633789062,2023-06-28,2023-06-28 23:00:00,U.S. Dollar Index (DXY),103.12199935913085,,
1688097600,102.91000366210938,2023-06-29,2023-06-29 23:00:00,U.S. Dollar Index (DXY),103.08949966430664,,
1688391000,102.98999786376953,2023-07-03,2023-07-03 08:30:00,U.S. Dollar Index (DXY),103.03799972534179,,
1688529600,103.37000274658203,2023-07-04,2023-07-04 23:00:00,U.S. Dollar Index (DXY),103.00649986267089,,
1688616000,103.16999816894531,2023-07-05,2023-07-05 23:00:00,U.S. Dollar Index (DXY),102.95849990844727,,
1688702400,102.2699966430664,2023-07-06,2023-07-06 23:00:00,U.S. Dollar Index (DXY),102.86699981689453,,
