date,close_futures,close_etf,premium_pct,premium_pct_zscore,premium_pct_is_anomaly
2020-04-27,1710.5,161.55999755859375,-90.55480867824649,,False
2020-04-28,1703.4000244140625,160.83999633789062,-90.55770846350572,,False
2020-04-29,1684.199951171875,161.72999572753906,-90.39722120790904,,False
2020-04-30,1694.5,158.8000030517578,-90.62850380337811,,False
2020-05-04,1704.4000244140625,160.33999633789062,-90.59258425010806,,False
2020-05-05,1684.199951171875,161.02000427246094,-90.43937721525153,,False
2020-05-06,1721.800048828125,158.9499969482422,-90.7683823649311,,False
2020-05-07,1709.9000244140625,161.38999938964844,-90.56143651176609,,False
2020-05-11,1704.4000244140625,159.4199981689453,-90.64656208135466,,False
2020-05-12,1713.9000244140625,160.0399932861328,-90.66223286035331,,False
2020-05-13,1738.0999755859375,161.5800018310547,-90.70364167190188,,False
2020-05-14,1753.4000244140625,163.00999450683594,-90.70320564405665,,False
2020-05-18,1744.199951171875,162.69000244140625,-90.67251421879126,,False
2020-05-19,1750.5999755859375,164.25999450683594,-90.61693152075722,,False
2020-05-20,1720.5,164.64999389648438,-90.43010788163416,,False
2020-05-21,1734.5999755859375,162.25,-90.64625837174978,,False
2020-05-26,1710.300048828125,160.88999938964844,-90.59287874663349,,False
2020-05-27,1713.300048828125,161.17999267578125,-90.5924246727229,,False
2020-05-28,1736.9000244140625,161.72000122070312,-90.68915890681394,,False
2020-06-01,1725.199951171875,163.66000366210938,-90.51356316402975,0.8701632469019396,False
2020-06-02,1697.800048828125,162.60000610351562,-90.42290013975749,1.6112680160435844,False
2020-06-03,1718.9000244140625,159.60000610351562,-90.71499192293514,1.0668537605561372,False
2020-06-04,1676.199951171875,161.27999877929688,-90.37823627983393,2.005706851502308,True
2020-06-08,1714.699951171875,159.72000122070312,-90.68525072788705,0.7499860285311415,False
2020-06-09,1713.300048828125,161.25999450683594,-90.5877552144392,0.12226809284012208,False
2020-06-10,1732.0,163.57000732421875,-90.55600419606127,0.48552978472128094,False
2020-06-11,1729.300048828125,162.38999938964844,-90.60949547189955,0.1037765101444317,False
2020-06-15,1729.5999755859375,162.3300018310547,-90.61459273112779,0.12902192829474718,False
2020-06-16,1729.199951171875,162.25,-90.61704808110575,0.16993424474487528,False
2020-06-17,1724.800048828125,162.55999755859375,-90.57513955492746,0.21691173482660422,False
2020-06-18,1745.9000244140625,162.24000549316406,-90.70737137153012,1.146621938623406,False
2020-06-22,1772.0999755859375,165.08999633789062,-90.68393439352629,0.9244597301395417,False
