date,open,high,low,close,volume,timestamp,ma_20,ma_50,ma_200,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,upper_band,lower_band,volume_change,volatility,trend_ma_20_50,ppo,price_change,cumulative_return
2020-04-27,161.8800048828125,162.0,160.41000366210938,161.55999755859375,9033500,1587994200,,,,,161.55999755859375,161.55999755859375,0.0,0.0,0.0,,,,,-1,0.0,,
2020-04-28,160.88999938964844,160.97999572753906,159.16000366210938,160.83999633789062,10383000,1588080600,,,,,161.44922814002405,161.50666413483796,-0.057435994813914704,-0.01148719896278294,-0.04594879585113176,,,14.938838766812413,,-1,-0.03556261602057659,-0.4456556273727319,-0.004456556273727319
2020-04-29,160.10000610351562,161.85000610351562,159.75999450683594,161.72999572753906,12232300,1588167000,,,,,161.4924231534879,161.5232072157788,-0.030784062290905467,-0.015346571628407447,-0.01543749066249802,,,17.810844649908496,,-1,-0.01905860019841053,0.5533445721913166,0.0010522293359385149
2020-04-30,160.22000122070312,160.82000732421875,158.1300048828125,158.8000030517578,13633500,1588253400,,,,,161.07820467629867,161.3214883888143,-0.24328371251561975,-0.06093399980584992,-0.18234971270976985,,,11.45491853535312,,-1,-0.15080676166913456,-1.8116569301821484,-0.017083402751568944
2020-05-01,158.0,160.4499969482422,157.8000030517578,159.77999877929688,10914300,1588339800,,,,,160.87848069214454,161.20730397329447,-0.328823281149937,-0.11451185607466732,-0.21431142507526965,,,-19.944988447573987,,-1,-0.20397542359768617,0.617125761149806,-0.011017571219331779
2020-05-04,160.3300018310547,160.9499969482422,159.91000366210938,160.33999633789062,7986200,1588599000,,,,,160.79563694533624,161.14305896326456,-0.3474220179283236,-0.16109388844539857,-0.18632812948292504,,,-26.828106245934237,,-1,-0.21559849996860533,0.3504803873276119,-0.007551381772339272
2020-05-05,160.16000366210938,161.10000610351562,159.3300018310547,161.02000427246094,10563100,1588685400,,,,,160.83015499566312,161.13394380098282,-0.303788805319698,-0.18963287182025845,-0.11415593349943953,,,32.26691042047531,,-1,-0.18853185005817816,0.4241037483481591,-0.0033423699820062103
2020-05-06,158.99000549316406,159.80999755859375,158.10000610351562,158.9499969482422,13352000,1588771800,,,,,160.5408999114445,160.97216996003905,-0.4312700485945413,-0.23796030717511507,-0.19330974141942625,,,26.402287207353893,,-1,-0.2679159066449828,-1.2855591040204617,-0.01615499288061706
2020-05-07,159.5,161.9600067138672,159.36000061035156,161.38999938964844,13691700,1588858200,,,,,160.67153060039897,161.00312028815827,-0.33158968775930475,-0.25668618329195303,-0.07490350446735172,,,2.5441881366087493,,-1,-0.20595233630617596,1.5350754880484763,-0.0010522293359386259
2020-05-08,161.0800018310547,162.0,160.0,160.4199981689453,12240900,1588944600,,,,,160.63283330325226,160.95992605710546,-0.3270927538532078,-0.27076749740420397,-0.056325256449003824,,,-10.596200617892592,,-1,-0.20321378237783336,-0.6010293229887331,-0.007056198358971866
2020-05-11,160.33999633789062,160.7100067138672,158.88999938964844,159.4199981689453,11209800,1589203800,,,,,160.44624328258965,160.84585732464916,-0.3996140420595111,-0.2965368063352654,-0.10307723572424571,,,-8.423400240178413,,-1,-0.24844534307957672,-0.6233636774804485,-0.01324584935619555
2020-05-12,160.3000030517578,160.9499969482422,159.72000122070312,160.0399932861328,10406000,1589290200,,,,,160.38374328313478,160.78616369216647,-0.4024204090316914,-0.3177135268745506,-0.08470688215714078,,,-7.1705115167086,,-1,-0.2502829844252932,0.38890673962401756,-0.009408295960822044
2020-05-13,160.94000244140625,161.6199951171875,160.5399932861328,161.5800018310547,10950400,1589376600,,,,,160.56778305973785,160.8449665172693,-0.27718345753146423,-0.30960751300593337,0.03242405547446914,,,5.231597155487222,,-1,-0.17232958141820626,0.962264814750724,0.00012381946498662977
2020-05-14,161.52999877929688,163.33999633789062,161.50999450683594,163.00999450683594,17084400,1589463000,,,,54.30777418445272,160.94350789775294,161.00533896094092,-0.06183106318798082,-0.2600522230423429,0.19822115985436206,,,56.01621858562245,,-1,-0.038403113578103595,0.8850059782004704,0.008974975056658563
2020-05-15,164.02000427246094,164.8000030517578,163.0800018310547,163.92999267578125,13918800,1589549400,,,,56.67604258362676,161.40296709437268,161.221979976855,0.18098711751767382,-0.17184435493033953,0.3528314724480134,,,-18.529184519210506,,-1,0.11225957995532389,0.564381448958784,0.014669442640514951
2020-05-18,164.3300018310547,164.5,162.41000366210938,162.69000244140625,14133800,1589808600,,,,55.06296446629284,161.60097253237785,161.33072238163658,0.27025015074127623,-0.0834254537960164,0.35367560453729263,,,1.5446733913843103,,-1,0.16751313497622905,-0.7564144999551381,0.006994335849768163
2020-05-19,163.60000610351562,164.42999267578125,163.0399932861328,164.25999450683594,8535800,1589895000,,,,56.67546497077879,162.01005283614063,161.5477055020217,0.46234733411893103,0.025729103786973087,0.43661823033195796,,,-39.6071827817006,,-1,0.28619863877493756,0.9650206170444431,0.01671203880318828
2020-05-20,164.5399932861328,164.9600067138672,163.88999938964844,164.64999389648438,10666100,1589981400,,,,67.82448195863108,162.41619761465503,161.77750464235226,0.6386929723027777,0.14832187749013404,0.4903710948126436,,,24.957238923123782,,-1,0.39479714668288446,0.23742810342795018,0.01912599891424227
