date,open,high,low,close,volume,timestamp,ma_20,ma_50,ma_200,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,upper_band,lower_band,volume_change,volatility,trend_ma_20_50,ppo,price_change,cumulative_return
2020-04-26,1731.9000244140625,1731.9000244140625,1711.9000244140625,1711.9000244140625,169.0,1587960000,,,,,1711.9000244140625,1711.9000244140625,0.0,0.0,0.0,,,,,-1,0.0,,
2020-04-27,1716.5999755859375,1716.5999755859375,1707.0999755859375,1710.5,1255.0,1588046400,,,,,1711.6846360426682,1711.7963189019097,-0.11168285924145493,-0.02233657184829099,-0.08934628739316394,,,642.603550295858,,-1,-0.006524307711626446,-0.08178190280367925,-0.0008178190280367925
2020-04-28,1710.0,1713.5,1702.0,1703.4000244140625,373.0,1588132800,,,,,1710.410080407498,1711.1743711620693,-0.7642907545712205,-0.17072740839287692,-0.5935633461783436,,,-70.2788844621514,,-1,-0.04466469153883983,-0.41508188166836657,-0.00496524322611025
2020-04-29,1719.300048828125,1719.300048828125,1680.800048828125,1684.199951171875,327.0,1588219200,,,,,1706.3777528327869,1709.1762659776105,-2.7985131448235734,-0.6962845556790163,-2.1022285891445573,,,-12.33243967828418,,-1,-0.16373461301388284,-1.1271617334156159,-0.016180894238650656
2020-04-30,1686.5999755859375,1701.5,1670.5,1694.5,337.0,1588305600,,,,,1704.5504062431273,1708.089135164454,-3.538728921326765,-1.2647734288085661,-2.2739554925181986,,,3.0581039755351647,,-1,-0.20717472223638128,0.6115692392080874,-0.010164159218362112
2020-05-03,1702.5999755859375,1709.0,1699.5999755859375,1706.9000244140625,320.0,1588564800,,,,,1704.9118859617329,1708.0010528866474,-3.0891669249144798,-1.6296521280297491,-1.4595147968847306,,,-5.0445103857566735,,-1,-0.18086446256538077,0.7317807267077203,-0.0029207313094767873
2020-05-04,1701.5,1704.4000244140625,1697.199951171875,1704.4000244140625,82.0,1588651200,,,,,1704.833138031322,1707.7343100368262,-2.9011720055041224,-1.883956103524624,-1.0172159019794984,,,-74.375,,-1,-0.16988427230472172,-0.14646434848216705,-0.00438109696421507
2020-05-05,1704.0,1704.0,1684.199951171875,1684.199951171875,469.0,1588737600,,,,,1701.6588015914072,1705.9910241949779,-4.332222603570699,-2.3736094035338393,-1.9586132000368597,,,471.95121951219517,,-1,-0.25394169970003133,-1.185172081250807,-0.016180894238650767
2020-05-06,1686.199951171875,1721.800048828125,1685.5999755859375,1721.800048828125,853.0,1588824000,,,,,1704.7574550124407,1707.1620630566924,-2.404608044251745,-2.379809131677421,-0.024798912574324206,,,81.87633262260128,,-1,-0.14085411668217765,2.23251981631325,0.005783062254147264
2020-05-07,1726.199951171875,1728.9000244140625,1703.800048828125,1709.9000244140625,330.0,1588910400,,,,,1705.548619535767,1707.3648750090902,-1.8162554733230536,-2.2670984000065473,0.4508429266834937,,,-61.31301289566237,,-1,-0.1063776993370198,-0.6911385803573311,-0.0011682925237905817
